User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
13122354,female,21,156,52,12,82,39.8,43
10692173,female,44,143,49,17,92,40.2,86
12890276,female,43,175,72,23,100,40.7,128
14339451,male,21,186,79,29,111,41,182
16626118,female,32,170,70,10,98,39.7,52
17268858,male,79,179,91,27,107,40.4,236
13816658,male,51,192,96,19,97,40.6,114
14191617,female,60,174,67,11,99,39.7,64
13672975,male,49,184,86,26,103,40.8,171
16361679,male,46,179,84,6,82,39.2,19
17739883,female,35,149,54,21,111,40.5,144
19341462,male,31,172,76,9,94,39.7,37
14117537,male,42,185,78,26,110,41.4,185
12667831,female,66,174,69,13,87,39.8,60
10661999,male,52,189,90,22,96,40.5,127
10366046,male,59,166,73,23,101,40.4,149
11523134,male,23,169,71,16,102,40.1,78
12275702,female,49,164,63,5,91,38.9,24
11190411,female,25,157,57,23,107,40.8,143
19686449,male,20,188,84,27,104,41,143
15565644,female,28,163,66,15,94,40.1,71
10154011,male,60,182,90,11,90,40.2,58
12676049,female,29,178,77,15,95,40.4,71
10228092,male,40,184,87,5,88,39.5,20
18997284,male,26,191,93,17,96,40.3,78
10836250,female,26,176,76,19,97,40.4,93
15883541,male,25,158,58,6,90,39.2,17
16990389,female,60,190,87,3,84,38.9,12
17046329,male,25,181,81,23,101,40.8,115
14136420,female,39,165,65,19,106,40.6,119
13138092,female,30,153,53,26,108,40.6,168
16655537,male,23,198,100,12,90,40.4,44
16245184,female,37,148,51,29,108,40.6,192
19157340,female,22,147,47,17,101,40.3,96
19810083,female,26,170,68,23,105,40.7,135
19821989,female,56,167,60,12,86,40.2,54
17219988,male,43,171,79,30,115,40.8,239
19572798,female,38,169,65,14,94,40.1,69
18360844,male,24,179,80,14,90,40.7,46
13918575,female,25,164,63,21,101,40.7,115
15319150,female,31,163,62,4,88,39.1,17
16112624,female,54,151,57,25,115,40.4,190
11099585,female,34,190,91,12,89,40.2,48
17300463,female,28,176,72,27,112,40.7,178
17118372,male,24,191,95,6,88,39.3,20
14435543,female,27,167,69,15,90,40.4,64
10908558,female,35,154,57,19,94,40.6,95
14181557,male,49,183,89,25,111,40.8,196
17152651,male,36,185,91,2,91,38.1,9
10192977,female,58,192,83,18,101,40.8,105
19584135,female,40,157,61,12,92,40,58
19445771,male,31,179,77,24,97,40.8,111
11294536,male,50,182,86,17,101,40.3,108
12845462,male,36,202,109,6,87,39.1,24
10578158,female,34,163,61,13,96,40.1,67
19789364,female,78,153,54,13,84,40.3,62
12301038,male,41,178,76,28,104,40.8,172
18976127,male,41,172,71,7,87,39.5,24
11460469,male,24,178,77,19,98,40.1,84
15238405,female,67,173,69,20,105,40.5,132
18559105,female,47,179,75,25,110,40.7,167
12761860,female,42,154,52,17,101,40.6,101
12777201,female,25,180,75,23,97,40.6,113
11084582,male,25,179,78,17,101,40.3,84
11393152,female,58,165,68,6,88,39.4,28
12327773,male,68,191,98,22,99,41,157
12038545,male,24,181,91,14,97,40.4,64
17593004,male,38,192,92,21,104,40.6,133
11708341,female,26,164,59,23,108,40.5,145
10753818,male,64,178,83,24,103,41,174
10608177,female,49,174,75,7,93,39.2,34
11267944,female,73,158,57,29,103,40.9,193
19795364,male,27,180,86,24,107,40.7,147
14290814,male,66,171,72,18,105,40.5,133
19222644,male,39,199,104,26,101,40.7,161
12847212,female,30,168,62,6,76,39.4,18
11986136,male,76,187,96,12,96,40.1,85
11830053,male,60,193,90,15,95,40,90
14737350,male,54,188,90,23,108,40.9,176
15294669,female,49,166,66,11,89,39.6,51
17146724,female,24,173,66,7,82,39.3,24
17490159,female,28,161,57,6,83,39.5,22
15501381,male,72,197,102,25,106,40.9,212
16736138,male,32,171,78,29,112,40.9,201
18493316,female,36,159,59,17,93,40.3,83
17497515,male,65,204,103,14,93,40.1,87
14364172,female,36,163,67,27,97,40.7,141
14217831,female,32,159,63,23,103,40.3,134
10483147,male,42,180,84,2,80,38.6,5
18046507,male,34,191,94,29,109,40.9,201
12414011,male,34,181,78,3,86,38.2,9
10710546,male,26,191,86,8,83,39.3,20
16175343,male,31,203,105,29,113,40.8,221
12020646,female,64,157,63,17,105,40.1,112
13611443,male,34,185,93,20,99,40.3,108
16383525,male,63,204,112,29,110,40.4,257
17841776,male,44,194,87,27,108,40.8,192
10735479,male,36,190,96,17,90,40.3,72
13117699,male,41,173,71,28,104,41.2,169
16042685,male,73,168,77,18,97,40.3,120
10315558,male,31,186,85,28,106,40.8,172
12304455,male,22,179,73,10,84,39.9,21
15503276,female,34,161,56,18,102,40.6,105
10565624,female,21,168,65,25,109,40.3,156
12458510,female,22,145,50,3,89,38.7,13
13885247,male,33,190,97,24,100,40.8,134
11572170,female,51,157,60,21,103,40.4,130
19911268,male,45,195,99,2,83,37.9,7
12859596,female,33,175,67,25,101,41.1,140
15376017,male,47,198,97,7,91,39.3,34
19921858,female,70,175,74,9,79,40,34
19187230,female,77,160,63,8,92,39.5,44
10874559,female,35,172,71,11,85,39.9,42
11746700,female,44,161,60,2,89,38.4,9
10952850,female,71,164,60,18,97,40.5,107
16785115,female,54,174,75,9,87,39.6,39
14951529,female,63,166,68,26,108,40.8,178
13846186,female,50,149,55,13,101,40.4,79
10590765,male,63,200,105,15,102,40.3,113
15032837,female,30,163,58,22,109,40.5,143
15511677,female,33,163,57,4,84,38.7,16
18148848,male,38,189,91,24,100,40.5,137
13172849,male,20,183,81,17,97,40.5,71
18401432,female,67,159,62,13,94,40.2,72
14857446,male,24,188,90,14,103,40.1,76
12734403,male,30,197,103,27,109,40.5,187
11693744,female,35,145,49,18,103,40.2,109
10622381,female,63,176,79,29,111,40.5,204
18548803,female,50,157,60,6,91,39.4,29
18119523,male,33,200,101,17,98,40.5,91
13991141,female,36,163,58,4,84,39,16
10677750,male,75,187,97,7,84,39.1,36
17724752,male,56,184,93,13,97,39.9,80
17047475,female,50,182,75,22,111,40.6,151
18908393,male,24,183,80,27,116,40.6,195
19475479,female,32,172,72,8,80,39.5,26
10854360,male,49,193,100,22,99,40.5,138
17425584,female,77,170,65,3,89,39,15
15539064,male,67,171,75,19,97,40.5,120
14130669,male,23,182,81,30,112,41,197
15015988,male,37,192,95,21,98,40.7,114
13741485,female,35,163,59,20,107,40.6,127
13015812,male,34,185,83,23,97,40.8,112
13939844,female,49,168,67,21,98,40.4,116
13135068,female,69,156,61,8,83,39.4,35
13286573,male,49,194,101,16,103,40.4,110
19246830,female,41,150,51,22,95,40.2,117
18976105,male,42,195,95,17,105,40.2,115
14714345,male,52,188,93,21,107,40.6,157
18319225,female,26,158,60,12,91,40,54
14775199,female,79,178,80,25,104,40.5,163
10074404,male,72,172,82,19,107,40.5,156
16366307,male,34,195,92,10,91,39.9,42
13945114,female,60,152,50,7,89,39.8,35
16749464,female,45,158,57,7,91,39.3,34
18521428,male,33,188,92,19,98,40.4,99
10207737,male,56,192,97,20,109,40.5,161
10722362,female,21,153,54,8,94,39.8,38
15316949,female,50,161,61,18,99,40.5,104
14920065,male,60,184,86,27,105,41,200
10809847,male,39,162,72,28,108,40.7,183
12363678,male,48,175,75,19,110,40.7,140
17804243,female,38,163,65,19,97,40.5,100
15862195,male,54,190,95,22,110,40.3,178
12555008,male,23,195,89,27,104,41,150
13788834,female,72,164,68,15,94,40.2,83
19113986,male,47,179,79,6,74,39.3,12
19510192,female,58,170,72,8,103,39.9,49
15831321,male,41,179,85,25,101,40.8,147
14142930,male,62,193,100,8,90,39.4,44
16036236,female,30,168,67,29,107,40.9,179
19962170,female,32,156,56,23,113,40.5,161
11390035,male,20,178,80,9,84,39.4,20
16163940,female,53,168,65,21,102,40.5,127
17847428,male,51,189,95,30,112,41,247
18908334,male,78,177,86,23,100,40.8,173
17029728,female,31,169,69,1,74,37.6,3
10082523,male,74,205,112,6,83,39,32
15505673,female,50,177,70,22,106,40.9,140
12679497,female,40,160,70,8,88,40,34
17438788,male,41,172,75,8,88,39.7,30
19382988,female,26,161,54,13,94,40.3,64
13632419,male,25,185,89,27,104,40.8,152
12432246,male,31,184,89,15,105,39.9,91
19984594,male,20,186,90,4,83,38.8,9
14768524,female,55,176,72,5,84,39.3,20
18107311,female,52,160,59,25,103,40.7,156
11102823,male,60,208,105,26,110,40.6,223
11337714,male,36,191,93,16,97,40,83
15422663,female,53,168,69,11,89,40,51
10201123,male,36,193,95,10,97,40,52
10310404,female,23,169,68,25,114,40.9,170
17001911,female,36,164,57,2,79,37.9,7
13586767,female,37,166,61,25,103,40.7,149
11312954,male,48,181,80,27,105,40.6,181
19873304,female,39,167,71,27,118,41.1,201
10331021,male,21,205,103,7,88,39.6,23
10566369,male,20,187,86,23,100,40.3,109
19286727,male,57,169,72,8,84,39.7,30
19845852,female,77,160,66,15,94,40.5,84
18971121,male,34,184,85,19,109,40.4,128
16784301,male,52,189,92,23,97,40.7,137
15158798,male,70,194,91,28,103,40.8,216
12730658,female,64,157,54,12,95,40.1,68
16649627,male,73,198,101,18,97,40.7,129
16205668,male,47,195,99,11,88,39.8,50
15013894,female,39,164,65,5,84,39.2,19
12286808,female,25,163,60,7,89,39.4,30
10485469,male,22,165,67,27,119,40.4,197
13340241,male,67,173,78,4,95,38.7,24
14093741,female,64,164,67,13,94,40.2,70
11983925,male,37,200,100,12,91,40.1,54
11222672,male,21,184,78,19,100,40.5,88
17862213,male,40,190,97,7,83,39.5,24
18184462,female,36,174,68,19,108,40.1,121
14919629,female,53,178,77,11,95,39.9,57
17551112,male,41,192,99,22,98,40.5,126
17567644,male,56,184,88,5,89,39.5,24
17752929,female,29,166,65,11,84,40,41
18452221,male,28,192,92,7,92,39.5,28
15176055,male,22,191,88,10,90,39.7,34
10836299,male,76,195,93,23,96,40.5,161
14734299,male,73,175,76,4,86,38.9,20
10567350,male,39,191,86,23,97,40.6,119
13304804,female,69,162,59,11,95,39.6,63
10638410,female,46,180,75,12,93,40.1,58
13464795,female,30,163,58,30,115,40.6,215
13693397,female,35,168,67,17,101,40.1,96
14347203,female,60,176,71,24,107,41,160
13541948,female,35,150,50,25,104,41,154
12431875,male,26,182,84,5,81,39.1,11
18290984,male,21,183,83,23,104,40.5,122
15699085,female,27,158,57,22,101,40.4,124
17286230,female,47,172,69,21,97,40.6,113
12037170,female,27,183,79,3,80,38.9,9
15295331,male,49,181,79,29,108,40.7,208
13302612,male,27,178,83,19,102,41,101
14255616,male,46,194,91,14,91,40,66
12824130,male,58,197,98,14,102,40.1,100
12481603,male,27,172,77,13,101,39.9,65
17977871,male,29,176,76,13,91,39.8,47
10164017,male,39,197,96,3,78,38.6,8
13155595,female,56,160,63,4,84,38.7,17
11627255,male,32,183,83,21,97,40.4,101
12530320,female,43,169,67,5,80,39,18
14132143,male,21,202,98,21,108,40.5,131
14940695,female,76,175,72,10,97,39.8,58
17806572,female,22,162,59,15,104,40,87
14971780,male,35,200,99,24,104,40.6,152
16691239,male,45,191,95,28,105,41,193
15563989,male,32,176,83,10,99,39.7,51
10679574,male,39,178,80,25,105,40.7,157
10176870,female,44,174,75,27,105,40.8,165
19455108,female,26,174,67,6,84,39.4,22
18145627,female,42,179,72,17,98,40.1,91
13361025,female,24,178,78,2,93,38.2,9
19596964,male,56,186,93,14,91,40,74
18120047,male,71,185,96,5,85,39.1,26
19554783,female,37,187,84,11,99,39.9,57
17873138,female,47,162,63,10,81,39.9,37
12940540,male,48,167,67,29,112,40.9,217
12338218,male,52,183,86,11,87,40,47
11860761,male,40,192,98,24,99,40.4,139
16221860,female,66,180,75,4,88,38.9,19
14662956,female,37,157,59,16,94,40.2,80
15359537,male,28,193,93,17,94,40.4,74
19371363,female,59,148,51,10,93,39.7,54
16364264,male,24,182,78,28,105,40.8,154
15285889,female,67,162,62,26,93,40.7,140
11844111,male,33,192,98,10,97,39.8,52
10907293,male,34,192,99,15,97,40.1,79
12870966,male,40,181,84,17,99,40.4,94
17244789,male,22,193,85,28,116,41,202
11185950,male,66,164,75,27,114,40.7,238
15381308,male,42,182,82,19,103,40.2,117
16193075,male,42,209,111,7,83,39.5,26
19166163,male,64,203,97,23,106,40.7,184
14314848,female,32,162,64,28,105,40.5,169
11718003,male,24,189,91,1,78,37.7,2
17985735,male,26,182,83,27,107,41,162
12701312,female,32,159,55,13,92,40.2,62
10377282,male,51,190,94,21,105,40.4,150
18979629,female,40,165,59,27,110,41.1,183
15987356,female,34,179,74,25,101,40.9,138
15694837,male,48,185,88,15,103,40,99
10160535,female,21,147,45,23,100,40.6,128
19295195,female,31,175,68,12,91,40.3,54
19318394,male,76,193,103,18,95,40.3,127
19941237,male,20,177,79,5,84,38.9,11
19326172,male,22,167,73,18,94,40.7,66
13422365,male,44,180,84,11,91,39.5,49
16412866,female,49,173,67,10,85,39.5,42
12961279,male,49,179,79,7,95,39.5,37
15322514,female,46,154,55,3,84,38.6,12
18742025,male,75,186,84,29,107,41.1,243
19370901,female,20,167,58,5,76,39.3,14
16152838,female,33,154,59,28,105,40.6,171
11589040,male,68,166,75,28,112,40.8,241
18394669,female,58,173,73,20,104,40.6,125
19783354,male,23,179,81,26,112,40.6,171
15351545,male,79,198,96,9,87,39.7,52
12132600,male,43,201,104,28,103,40.7,187
12811109,female,37,178,74,24,104,40.8,141
13079051,male,75,199,103,28,123,40.5,314
13156882,female,61,173,73,26,102,40.8,159
15720905,female,26,169,62,9,80,40.2,30
11372824,female,23,173,72,28,110,40.9,176
10352361,male,64,178,82,25,111,40.8,211
13705651,female,20,170,68,8,85,39.4,29
16859377,female,22,171,69,21,95,40.1,99
15352402,female,27,169,69,27,116,41.1,190
11626397,male,36,190,95,7,83,39.5,22
13744758,male,59,191,92,30,110,41,247
15704485,male,36,206,103,5,84,39,17
11639090,female,71,160,65,8,86,39.7,37
17172875,female,21,167,67,21,103,40.4,117
12219500,male,56,188,90,10,91,39.7,52
17495765,female,68,166,64,2,75,37.9,7
18147320,male,75,172,74,10,98,39.7,68
19057565,male,48,176,84,17,89,40.4,74
16697741,male,62,185,91,24,97,40.6,154
14165839,female,53,156,60,26,104,40.7,165
11217409,male,47,187,89,17,97,39.9,96
11023789,male,39,188,91,13,101,39.8,77
16838492,female,54,168,63,17,92,40.3,86
15162283,male,38,201,104,21,101,40.6,129
16886509,female,39,149,51,26,100,40.4,151
15281529,male,51,182,81,28,106,40.9,197
13550814,male,30,193,92,13,104,40.3,77
15912232,female,33,156,61,5,90,39.1,22
17844052,male,47,182,82,27,100,40.7,161
12876943,female,64,155,55,25,114,40.8,192
10280911,female,37,159,58,8,90,39.2,37
19287036,male,41,188,91,20,106,40.5,135
14893331,male,61,179,77,11,90,40,55
12514678,male,38,169,71,10,84,39.8,29
16685296,male,21,185,88,12,97,39.9,52
12746799,female,26,173,73,1,69,37.9,2
10986379,male,48,183,81,21,94,40.6,106
12209289,male,71,183,80,6,84,39,28
10374360,male,73,199,97,22,107,40.9,189
19857904,female,65,158,61,26,111,41,190
14899078,female,57,149,56,13,91,39.9,66
18109896,male,49,185,93,22,99,40.5,135
10658315,male,55,178,79,4,97,38.7,23
16614243,male,20,182,74,12,80,39.9,17
11307336,female,45,163,58,5,84,38.9,21
16566416,female,53,175,75,13,90,40.2,60
12128736,female,46,166,58,10,93,39.6,51
14876896,male,25,198,96,5,85,39.1,15
14351379,male,22,163,65,9,92,40,29
17184236,female,60,164,66,27,110,40.8,190
18004108,female,50,168,62,11,89,40.1,51
14000981,female,61,157,56,17,95,40.5,95
15744897,female,69,165,62,29,112,40.9,216
14503730,male,30,195,92,30,101,41,165
12911778,female,33,164,61,20,105,40.6,122
12810704,male,21,206,105,15,96,40.1,69
15842647,female,39,152,53,20,99,40.9,113
17928110,male,26,180,81,7,92,39.5,26
16245947,male,44,175,80,5,91,39.2,22
12746398,female,58,144,42,12,96,40.1,70
15409745,male,24,177,83,4,83,39.3,9
11889909,male,35,187,91,15,95,40.3,72
11023601,male,21,189,94,25,111,40.6,165
13200163,male,26,181,82,29,105,41,165
14234232,female,30,162,57,15,88,40.3,64
10466078,male,27,182,81,18,105,40.5,103
16901821,female,32,147,51,4,83,39.1,15
15818779,female,30,185,84,9,85,39.6,32
13074999,female,79,160,57,14,85,40,68
14418208,female,39,164,58,25,106,40.6,159
17837201,male,25,188,89,6,92,39.6,23
18884271,female,23,169,70,13,90,40.1,54
